,KO,difference.deter.stocha,cat
9114,K07897,0.844277674,Others
9115,K08719,0.844277674,Others
9116,K11955,0.844277674,Others
9117,K13546,0.844277674,Others
9118,K16020,0.844277674,Others
9119,K16645,0.844277674,Others
9120,K17991,0.844277674,Others
9121,K18075,0.844277674,Others
9122,K18958,0.844277674,Others
9123,K20172,0.844277674,Cofactor & Vitamin
9124,K22450,0.844277674,Carbon
9125,K13541,0.850907757,Cofactor & Vitamin
9126,K16171,0.85711464,Carbon
9127,K16787,0.859371694,Others
9128,K22086,0.859371694,Others
9129,K00875,0.86078235,Others
9130,K06560,0.86078235,Others
9131,K01212,0.862193006,Others
9132,K01390,0.862193006,Others
9133,K05698,0.862193006,Others
9134,K08168,0.862193006,Others
9135,K24954,0.862193006,Others
9136,K09461,0.86318047,Others
9137,K00042,0.8679767,Others
9138,K15422,0.86882309,Others
9139,K03839,0.874465714,Others
9140,K01075,0.87545317,Others
9141,K21020,0.87587637,Others
9142,K12428,0.878697683,Others
9143,K00984,0.880108338,Others
9144,K23084,0.880108338,Others
9145,K00897,0.881518994,Others
9146,K03293,0.881518994,Others
9147,K03884,0.881518994,ATP
9148,K08226,0.881518994,Others
9149,K10621,0.881518994,Others
9150,K11687,0.881518994,Others
9151,K11930,0.881518994,Others
9152,K13419,0.881518994,Others
9153,K15719,0.881518994,Others
9154,K17882,0.881518994,Others
9155,K19424,0.881518994,Others
9156,K21601,0.881518994,Others
9157,K24942,0.881518994,Others
9158,K03707,0.88250645,Others
9159,K08356,0.886738422,Others
9160,K11523,0.886738422,Others
9161,K19622,0.889559734,Others
9162,K12710,0.895202359,Others
9163,K21619,0.895202359,Others
9164,K10901,0.89802367,Others
9165,K11440,0.899434327,Others
9166,K14717,0.899434327,Others
9167,K20460,0.899434327,Others
9168,K07778,0.913117691,Others
9169,K01875,0.91354088,Others
9170,K02083,0.917349659,Others
9171,K06766,0.917349659,Others
9172,K10619,0.918760315,Others
9173,K18491,0.918760315,Others
9174,K19341,0.92073523,Others
9175,K07341,0.92595467,Others
9176,K14963,0.929622368,Others
9177,K24290,0.929622368,Others
9178,K01301,0.93244368,Others
9179,K16904,0.93244368,Others
9180,K09815,0.93300794,Others
9181,K07574,0.93582925,Others
9182,K00203,0.936675648,Others
9183,K01567,0.936675648,Others
9184,K06267,0.936675648,Others
9185,K06485,0.936675648,Others
9186,K15358,0.936675648,Others
9187,K20765,0.936675648,Others
9188,K02050,0.93766311,Others
9189,K02727,0.938086304,Others
9190,K03030,0.938086304,Others
9191,K07073,0.938086304,Others
9192,K07476,0.938086304,Others
9193,K11610,0.938086304,Others
9194,K16257,0.938086304,Others
9195,K16305,0.938086304,Carbon
9196,K17871,0.938086304,Others
9197,K18363,0.938086304,Others
9198,K20762,0.938086304,Others
9199,K21125,0.938086304,Others
9200,K21467,0.938086304,Others
9201,K21566,0.938086304,Others
9202,K22766,0.938086304,Others
9203,K00567,0.9393559,Others
9204,K02279,0.95092327,Others
9205,K04708,0.951769668,Others
9206,K01577,0.953180324,Others
9207,K05286,0.95459098,Others
9208,K06767,0.95459098,Others
9209,K10019,0.95459098,Others
9210,K24282,0.95459098,Others
9211,K01615,0.956001636,Others
9212,K15032,0.956001636,Others
9213,K16856,0.956001636,Others
9214,K24284,0.956001636,Others
9215,K07673,0.96263172,Others
9216,K00682,0.964042376,Others
9217,K13574,0.968274344,Others
9218,K01795,0.971095656,Others
9219,K00073,0.972506313,Others
9220,K09154,0.972506313,Others
9221,K10005,0.973916969,Others
9222,K16515,0.973916969,Others
9223,K19292,0.973916969,Others
9224,K21061,0.973916969,Others
9225,K01884,0.97490443,Others
9226,K17893,0.975327625,Others
9227,K22879,0.975327625,Others
9228,K01659,0.97829,Others
9229,K12996,0.983368365,Others
9230,K13592,0.983368365,Others
9231,K09816,0.98393263,Others
9232,K22298,0.987600333,Others
9233,K10024,0.989010989,Others
9234,K09813,0.990421645,Others
9235,K01341,0.991832301,Others
9236,K05791,0.993242958,Others
9237,K13310,0.993242958,Others
9238,K20942,0.993242958,Others
9239,K23370,0.993242958,Others
9240,K02594,1.008336978,Others
9241,K00813,1.00932443,Others
9242,K22409,1.00932443,Others
9243,K19517,1.009747634,Others
9244,K22551,1.009747634,Others
9245,K00002,1.01115829,Carbon
9246,K06947,1.012568946,Others
9247,K09487,1.012568946,Others
9248,K13356,1.012568946,Others
9249,K15058,1.012568946,Others
9250,K15059,1.012568946,Others
9251,K23271,1.012568946,Others
9252,K05834,1.01736518,Others
9253,K11777,1.024841654,Others
9254,K18166,1.024841654,Others
9255,K23169,1.024841654,Others
9256,K09488,1.02625231,Others
9257,K02074,1.029073623,Others
9258,K21613,1.029073623,Others
9259,K18351,1.030484278,Others
9260,K24656,1.030484278,Others
9261,K00300,1.031894934,Cofactor & Vitamin
9262,K06322,1.031894934,Others
9263,K07329,1.031894934,Others
9264,K07331,1.031894934,Others
9265,K12891,1.031894934,Others
9266,K14586,1.031894934,Others
9267,K16302,1.031894934,Others
9268,K21148,1.031894934,Others
9269,K08085,1.03429305,Others
9270,K01908,1.03528051,Others
9271,K07816,1.038525018,Others
9272,K06694,1.039935674,Others
9273,K13876,1.039935674,Others
9274,K01565,1.04134633,Others
9275,K10236,1.04134633,Others
9276,K02109,1.04346231,ATP
9277,K18292,1.044167642,Others
9278,K22734,1.046988955,Others
9279,K05636,1.04839961,Others
9280,K23508,1.04839961,Others
9281,K25096,1.04839961,Others
9282,K13581,1.04938707,Others
9283,K18547,1.049810266,Others
9284,K21830,1.049810266,Others
9285,K05845,1.05742781,Others
9286,K10208,1.060672319,Others
9287,K17910,1.064904287,Others
9288,K18144,1.067725599,Others
9289,K20569,1.067725599,Others
9290,K01587,1.069136255,Others
9291,K13293,1.069136255,Others
9292,K19963,1.069136255,Others
9293,K24694,1.069136255,Others
9294,K03338,1.07012371,Others
9295,K03921,1.077176995,Others
9296,K21703,1.07915191,Others
9297,K01218,1.081408964,Others
9298,K02363,1.085640931,Others
9299,K10004,1.085640931,Others
9300,K21772,1.085640931,Others
9301,K08161,1.08662839,Others
9302,K11410,1.087051588,Others
9303,K23466,1.087051588,Others
9304,K19477,1.099324296,Others
9305,K22025,1.099324296,Others
9306,K13779,1.102145608,Others
9307,K19540,1.102145608,Others
9308,K09807,1.10270987,Others
9309,K13816,1.103556264,Others
9310,K01684,1.10454372,Carbon
9311,K08313,1.106377576,Others
9312,K18225,1.106377576,Others
9313,K18275,1.106377576,Others
9314,K23012,1.106377576,Others
9315,K23734,1.11075061,Cofactor & Vitamin
9316,K01630,1.118650284,Others
9317,K19036,1.121471596,Others
9318,K00201,1.122882253,Others
9319,K09873,1.124292909,Others
9320,K18242,1.124292909,Others
9321,K02983,1.125703565,Others
9322,K03264,1.125703565,Others
9323,K05311,1.125703565,Others
9324,K07241,1.125703565,Others
9325,K09575,1.125703565,Others
9326,K11130,1.125703565,Others
9327,K14561,1.125703565,Others
9328,K14635,1.125703565,Others
9329,K14680,1.125703565,Others
9330,K16789,1.125703565,Others
9331,K18602,1.125703565,Others
9332,K19054,1.125703565,Others
9333,K19269,1.125703565,Carbon
9334,K22840,1.125703565,Others
9335,K23675,1.125703565,Others
9336,K25365,1.125703565,Others
9337,K07029,1.13303898,Others
9338,K09806,1.13473177,Others
9339,K03185,1.13712988,Cofactor & Vitamin
9340,K22576,1.137976272,Others
9341,K06945,1.139386929,Others
9342,K01003,1.140797585,Others
9343,K21463,1.140797585,Others
9344,K22129,1.142208241,Others
9345,K03763,1.143618897,Others
9346,K22311,1.148838325,Others
9347,K13788,1.1554684,Carbon
9348,K16514,1.157302261,Others
9349,K05966,1.160123574,Others
9350,K19059,1.160123574,Others
9351,K10532,1.16153423,Others
9352,K14611,1.16153423,Others
9353,K23086,1.16153423,Others
9354,K17506,1.162944886,Others
9355,K21271,1.162944886,Others
9356,K23874,1.162944886,Others
9357,K24017,1.162944886,Others
9358,K11211,1.16915178,Others
9359,K02006,1.170985626,Others
9360,K19591,1.17338374,Others
9361,K16368,1.17662825,Others
9362,K02554,1.17761571,Others
9363,K08640,1.178038906,Others
9364,K15363,1.179449562,Others
9365,K19636,1.179449562,Others
9366,K05792,1.180860218,Others
9367,K08081,1.180860218,Others
9368,K20428,1.180860218,Others
9369,K24654,1.180860218,Others
9370,K10118,1.18466899,Others
9371,K18981,1.190311614,Others
9372,K01032,1.194543582,Others
9373,K23999,1.194543582,Others
9374,K04100,1.19877555,Others
9375,K19334,1.19877555,Others
9376,K21471,1.19877555,Others
9377,K00414,1.200186206,ATP
9378,K11265,1.200186206,Others
9379,K19374,1.200186206,Others
9380,K06221,1.205405635,Others
9381,K07640,1.20681629,Others
9382,K15013,1.209637602,Others
9383,K09009,1.215280227,Others
9384,K12981,1.216690883,Others
9385,K24872,1.216690883,Others
9386,K07076,1.2182426,Others
9387,K04024,1.219512195,Others
9388,K07009,1.219512195,Others
9389,K07976,1.219512195,Others
9390,K09717,1.219512195,Others
9391,K12053,1.219512195,Others
9392,K16014,1.219512195,Others
9393,K16924,1.219512195,Others
9394,K24515,1.219512195,Others
9395,K01754,1.22021752,Others
9396,K02281,1.223320967,Others
9397,K13483,1.226142278,Others
9398,K13963,1.230374247,Others
9399,K07306,1.231784903,Others
9400,K20525,1.23319556,Others
9401,K01277,1.236016871,Others
9402,K10213,1.236016871,Others
9403,K19696,1.23700433,Others
9404,K00387,1.237427527,Others
9405,K19673,1.237427527,Others
9406,K05275,1.24927703,Others
9407,K07238,1.25026449,Others
9408,K01460,1.252521547,Others
9409,K01777,1.253932204,Others
9410,K04105,1.25534286,Others
9411,K16879,1.25534286,Others
9412,K19052,1.25534286,Others
9413,K07260,1.25590712,Others
9414,K02405,1.25647138,Others
9415,K15261,1.256753516,Others
9416,K18557,1.256753516,Carbon
9417,K18608,1.256753516,Others
9418,K21836,1.256753516,Others
9419,K22308,1.256753516,Others
9420,K21883,1.2633836,Others
9421,K01578,1.267615568,Others
9422,K15923,1.269026224,Others
9423,K13256,1.27043688,Others
9424,K02658,1.27057794,Others
9425,K21886,1.271847536,Others
9426,K01499,1.273258192,Others
9427,K14826,1.273258192,Others
9428,K00277,1.274668849,Others
9429,K02191,1.274668849,Cofactor & Vitamin
9430,K12211,1.274668849,Others
9431,K19290,1.274668849,Others
9432,K20097,1.274668849,Others
9433,K23123,1.274668849,Others
9434,K05844,1.27904188,Others
9435,K07505,1.281298932,Others
9436,K22081,1.289762869,Others
9437,K01274,1.291173525,Others
9438,K24514,1.291173525,Others
9439,K07057,1.292584181,Others
9440,K18416,1.293994837,Others
9441,K20807,1.296392949,Others
9442,K04116,1.304856889,Others
9443,K09703,1.310499514,Others
9444,K23674,1.310499514,Others
9445,K07571,1.31191017,Others
9446,K02729,1.313320826,Others
9447,K02930,1.313320826,Others
9448,K02975,1.313320826,Others
9449,K05713,1.313320826,Others
9450,K07255,1.313320826,Others
9451,K07575,1.313320826,Others
9452,K07768,1.313320826,Others
9453,K14325,1.313320826,Others
9454,K15507,1.313320826,Others
9455,K15979,1.313320826,Others
9456,K18605,1.313320826,Others
9457,K19373,1.313320826,Others
9458,K23248,1.322772221,Others
9459,K24105,1.32517033,Others
9460,K06675,1.32700419,Others
9461,K15538,1.331236157,Others
9462,K16561,1.331236157,Others
9463,K20549,1.331236157,Others
9464,K12541,1.336455586,Others
9465,K13875,1.340687553,Others
9466,K03727,1.34209821,Others
9467,K18410,1.343508866,Others
9468,K03937,1.346330178,ATP
9469,K00546,1.350562146,Others
9470,K09692,1.350562146,Others
9471,K06927,1.35535838,Others
9472,K07806,1.358602886,Carbon
9473,K13658,1.365656167,Others
9474,K07288,1.368477479,Others
9475,K13800,1.368477479,Others
9476,K24419,1.368477479,Others
9477,K02002,1.377928875,Others
9478,K18537,1.380750187,Others
9479,K01892,1.38117338,Others
9480,K13006,1.382160843,Others
9481,K05717,1.386392811,Others
9482,K20948,1.386392811,Others
9483,K01729,1.387803467,Others
9484,K15052,1.387803467,Carbon
9485,K19508,1.387803467,Others
9486,K20761,1.387803467,Others
9487,K20941,1.387803467,Others
9488,K18122,1.394433551,Others
9489,K01092,1.40092257,Carbon
9490,K13486,1.401486832,Others
9491,K12661,1.402897487,Others
9492,K19175,1.404308144,Others
9493,K19575,1.4057188,Others
9494,K18917,1.40628306,Others
9495,K03626,1.407129456,Others
9496,K04482,1.407129456,Others
9497,K04892,1.407129456,Others
9498,K05985,1.407129456,Others
9499,K07565,1.407129456,Others
9500,K09714,1.407129456,Others
9501,K13890,1.407129456,Others
9502,K14954,1.407129456,Others
9503,K15526,1.407129456,Others
9504,K15762,1.407129456,Others
9505,K18603,1.407129456,Others
9506,K19589,1.407129456,Others
9507,K20458,1.407129456,Others
9508,K01596,1.40769372,Carbon
9509,K22552,1.409527569,Others
9510,K24696,1.415170196,Others
9511,K09569,1.42081282,Others
9512,K01163,1.422223476,Others
9513,K07647,1.423634132,Others
9514,K00596,1.425044788,Others
9515,K03163,1.425044788,Others
9516,K10278,1.425044788,Others
9517,K11780,1.425044788,Others
9518,K12205,1.425044788,Others
9519,K12209,1.425044788,Others
9520,K12213,1.425044788,Others
9521,K23361,1.425044788,Others
9522,K03471,1.430264216,Others
9523,K18816,1.435906841,Others
9524,K03724,1.43788176,Others
9525,K21801,1.441549465,Others
9526,K00193,1.444370777,Others
9527,K00354,1.444370777,Others
9528,K01793,1.459464797,Others
9529,K00544,1.460875453,Others
9530,K09140,1.46228611,Others
9531,K25143,1.46285037,Others
9532,K02653,1.47060898,Others
9533,K00301,1.47836759,Others
9534,K10407,1.47836759,Others
9535,K00693,1.478790786,Carbon
9536,K04073,1.478790786,Others
9537,K00818,1.481612097,Others
9538,K10750,1.481612097,Others
9539,K10955,1.481612097,Others
9540,K18887,1.481612097,Others
9541,K01259,1.48457448,Others
9542,K02000,1.491063493,Others
9543,K23242,1.493884806,Others
9544,K01447,1.495295462,Others
9545,K03652,1.49543652,Others
9546,K11178,1.49769358,Others
9547,K02476,1.498116775,Others
9548,K13238,1.498116775,Others
9549,K10021,1.49952743,Others
9550,K07340,1.4996685,Others
9551,K04086,1.500938086,Others
9552,K08227,1.500938086,Others
9553,K09770,1.500938086,Others
9554,K11600,1.500938086,Others
9555,K15765,1.500938086,Others
9556,K15863,1.500938086,Others
9557,K18538,1.500938086,Others
9558,K21615,1.500938086,Others
9559,K10001,1.514621451,Others
9560,K12508,1.516032107,Others
9561,K23417,1.516032107,Others
9562,K15201,1.51701956,Others
9563,K18383,1.517442762,Others
9564,K18982,1.517442762,Others
9565,K07474,1.51843022,Others
9566,K18587,1.51843022,Others
9567,K05028,1.518853418,Others
9568,K11995,1.518853418,Others
9569,K07762,1.526894158,Others
9570,K19338,1.533947439,Others
9571,K21345,1.533947439,Others
9572,K15019,1.535358095,Carbon
9573,K05614,1.536768751,Others
9574,K22480,1.536768751,Others
9575,K15016,1.540577519,Carbon
9576,K00452,1.547630803,Cofactor & Vitamin
9577,K02635,1.55101637,ATP
9578,K13007,1.55143957,Others
9579,K15980,1.553273427,Others
9580,K05685,1.55496621,Others
9581,K15017,1.55609474,Carbon
9582,K16899,1.5562358,Others
9583,K04112,1.559903509,Others
9584,K06147,1.56286589,Others
9585,K22895,1.568367448,Others
9586,K10742,1.57118876,Others
9587,K14152,1.572599416,Others
9588,K24291,1.572599416,Others
9589,K12203,1.575420728,Others
9590,K22550,1.575420728,Others
9591,K13571,1.584872124,Others
9592,K04775,1.586282781,Others
9593,K00015,1.59065581,Others
9594,K06399,1.593336061,Others
9595,K00601,1.594746717,Others
9596,K07342,1.594746717,Others
9597,K15260,1.594746717,Others
9598,K18604,1.594746717,Others
9599,K09811,1.5968627,Others
9600,K02077,1.59954295,Others
9601,K14855,1.605608768,Others
9602,K06878,1.60617303,Others
9603,K10856,1.608430081,Others
9604,K13547,1.609840737,Others
9605,K23170,1.609840737,Others
9606,K01052,1.612662049,Others
9607,K18611,1.612662049,Others
9608,K02347,1.61421377,Others
9609,K07018,1.62126706,Others
9610,K25220,1.629166726,Others
9611,K00577,1.630577382,Others
9612,K20763,1.630577382,Others
9613,K12218,1.631988037,Others
9614,K06282,1.647082058,Others
9615,K21464,1.647082058,Others
9616,K23617,1.648492714,Others
9617,K00148,1.64990337,Others
9618,K08478,1.64990337,Others
9619,K21829,1.64990337,Others
9620,K03981,1.65526387,Others
9621,K02001,1.659354766,Others
9622,K12441,1.663586734,Others
9623,K09943,1.664997391,Others
9624,K03779,1.666408047,Others
9625,K05658,1.666408047,Others
9626,K21442,1.666408047,Others
9627,K10023,1.667818702,Others
9628,K11646,1.667818702,Others
9629,K19676,1.667818702,Others
9630,K24029,1.669229358,Others
9631,K01464,1.67219174,Others
9632,K02904,1.67388453,Others
9633,K19712,1.681502067,Others
9634,K17785,1.682912723,Others
9635,K15735,1.684323379,Others
9636,K17883,1.684323379,Others
9637,K04030,1.685734035,Others
9638,K02134,1.688555347,ATP
9639,K07142,1.688555347,Others
9640,K07573,1.688555347,Others
9641,K07731,1.688555347,Others
9642,K07765,1.688555347,Others
9643,K08096,1.688555347,Others
9644,K14568,1.688555347,Others
9645,K24104,1.688555347,Others
9646,K03412,1.6949033,Others
9647,K01061,1.69871207,Others
9648,K21169,1.702238712,Others
9649,K16953,1.703649367,Others
9650,K19686,1.703649367,Others
9651,K09138,1.706470679,Others
9652,K20447,1.706470679,Others
9653,K08219,1.708868799,Others
9654,K09137,1.715922075,Others
9655,K08355,1.717332732,Others
9656,K07013,1.718743388,Others
9657,K07407,1.718743388,Others
9658,K24118,1.724386012,Others
9659,K12204,1.725796668,Others
9660,K18277,1.725796668,Others
9661,K21839,1.725796668,Others
9662,K18983,1.73482487,Others
9663,K15502,1.735248064,Others
9664,K02081,1.739480032,Others
9665,K00367,1.74046749,Nitrogen
9666,K02794,1.740890688,Others
9667,K14672,1.742301344,Others
9668,K09021,1.753163397,Others
9669,K01856,1.757395364,Others
9670,K07511,1.76120413,Others
9671,K25520,1.761627333,Others
9672,K12214,1.763037989,Others
9673,K06596,1.76402545,Others
9674,K03918,1.765436109,Others
9675,K04113,1.769668073,Others
9676,K21903,1.77263046,Others
9677,K12978,1.776721353,Others
9678,K18601,1.780953322,Others
9679,K02944,1.782363977,Others
9680,K03014,1.782363977,Others
9681,K05357,1.782363977,Others
9682,K25044,1.782363977,Others
9683,K13587,1.78405677,Others
9684,K01769,1.796047342,Others
9685,K03852,1.796047342,Others
9686,K06281,1.797457998,Others
9687,K10854,1.797457998,Others
9688,K09012,1.79844546,Others
9689,K23995,1.798868654,Others
9690,K16256,1.800279309,Others
9691,K21884,1.800279309,Others
9692,K12992,1.806909394,Others
9693,K13593,1.806909394,Others
9694,K00856,1.81353947,Others
9695,K02858,1.81537333,Cofactor & Vitamin
9696,K06284,1.81537333,Others
9697,K06984,1.816783987,Others
9698,K06912,1.818194642,Others
9699,K05389,1.819605298,Others
9700,K22169,1.819605298,Others
9701,K21285,1.82341407,Others
9702,K05569,1.82581219,Others
9703,K11212,1.83385292,Others
9704,K00153,1.834699319,Others
9705,K02226,1.83568678,Cofactor & Vitamin
9706,K25182,1.83568678,Others
9707,K21036,1.837520631,Others
9708,K07008,1.844150714,Others
9709,K08691,1.84937014,Others
9710,K02907,1.85148612,Others
9711,K20862,1.85176825,Cofactor & Vitamin
9712,K19873,1.852614652,Others
9713,K14056,1.85360211,Others
9714,K12598,1.854025307,Others
9715,K22516,1.854025307,Others
9716,K10954,1.855435963,Others
9717,K13832,1.859244739,Carbon
9718,K13195,1.86164285,Others
9719,K00720,1.871940639,Others
9720,K10978,1.873351296,Others
9721,K00545,1.874761952,Others
9722,K01846,1.874761952,Carbon
9723,K13311,1.874761952,Others
9724,K13641,1.87574941,Others
9725,K07129,1.876172608,Others
9726,K09762,1.876172608,Others
9727,K09985,1.89084343,Others
9728,K17724,1.892677284,Others
9729,K24843,1.900718024,Others
9730,K00830,1.90311614,Others
9731,K12953,1.906360648,Others
9732,K00827,1.90918196,Others
9733,K10855,1.910592617,Others
9734,K18273,1.912003273,Others
9735,K00841,1.913413929,Others
9736,K02013,1.91440139,Others
9737,K12510,1.92342958,Others
9738,K15408,1.925686637,ATP
9739,K23612,1.927097293,Others
9740,K10297,1.928507949,Others
9741,K05558,1.931329262,Others
9742,K05795,1.931329262,Others
9743,K09153,1.931329262,Others
9744,K09790,1.93330418,Others
9745,K08281,1.94416623,Others
9746,K00944,1.950655249,Others
9747,K05612,1.950655249,Others
9748,K10848,1.950655249,Others
9749,K22935,1.950655249,Others
9750,K18313,1.958695989,Others
9751,K16179,1.960106645,Others
9752,K19592,1.961517302,Others
9753,K21394,1.96532607,Others
9754,K09700,1.967159927,Others
9755,K00471,1.968570582,Others
9756,K06154,1.968570582,Others
9757,K10559,1.968570582,Others
9758,K07569,1.969981238,Others
9759,K08979,1.969981238,Others
9760,K09142,1.969981238,Others
9761,K09736,1.969981238,Others
9762,K12952,1.969981238,Others
9763,K25510,1.969981238,Others
9764,K11622,1.972379349,Others
9765,K00317,1.976611321,Others
9766,K04618,1.978021978,Others
9767,K07015,1.98084329,Others
9768,K24745,1.982253946,Others
9769,K02282,1.98563952,Others
9770,K15661,1.98789657,Others
9771,K19647,1.98789657,Others
9772,K07178,1.98888403,Others
9773,K12452,1.990294689,Others
9774,K24948,1.99043575,Others
9775,K01186,1.99650158,Others
9776,K12368,2.000169279,Others
9777,K03090,2.001579935,Others
9778,K17468,2.004401247,Others
9779,K00280,2.005811903,Others
9780,K01250,2.005811903,Others
9781,K05306,2.005811903,Others
9782,K14333,2.007222559,Others
9783,K24695,2.007222559,Others
9784,K24844,2.012441986,Others
9785,K19760,2.013852643,Others
9786,K03935,2.02048272,ATP
9787,K08697,2.020905923,Others
9788,K19967,2.020905923,Others
9789,K23077,2.022316579,Others
9790,K10211,2.025137892,Others
9791,K25588,2.033178631,Others
9792,K00621,2.04446388,Carbon
9793,K04037,2.04446388,Others
9794,K12206,2.04446388,Others
9795,K15770,2.04446388,Others
9796,K16319,2.04446388,Others
9797,K22297,2.04446388,Others
9798,K01607,2.04502814,Others
9799,K11127,2.051093964,Others
9800,K09979,2.056736588,Others
9801,K10916,2.0595579,Others
9802,K01100,2.063789869,Carbon
9803,K02201,2.063789869,Cofactor & Vitamin
9804,K02976,2.063789869,Others
9805,K03679,2.063789869,Others
9806,K06416,2.063789869,Others
9807,K14574,2.063789869,Others
9808,K24873,2.063789869,Others
9809,K07339,2.064777329,Others
9810,K09860,2.066187989,Others
9811,K01239,2.070419952,Others
9812,K17231,2.07521618,Others
9813,K01905,2.080294545,Others
9814,K16878,2.080294545,Others
9815,K10561,2.081705201,Others
9816,K07347,2.092567253,Others
9817,K02796,2.095388565,Others
9818,K19303,2.095388565,Others
9819,K21834,2.09595282,Others
9820,K15314,2.09919734,Others
9821,K15514,2.099620534,Others
9822,K24659,2.099620534,Others
9823,K11611,2.101031189,Others
9824,K18593,2.101031189,Others
9825,K02793,2.10540423,Others
9826,K01751,2.109071929,Others
9827,K17816,2.111893241,Others
9828,K15024,2.114714554,Carbon
9829,K15783,2.11612521,Others
9830,K01617,2.117535866,Others
9831,K13670,2.117535866,Others
9832,K15065,2.118946522,Others
9833,K20859,2.118946522,Others
9834,K01775,2.12162677,Others
9835,K07492,2.12374275,Others
9836,K08676,2.12515341,Others
9837,K12976,2.13361734,Others
9838,K17880,2.135451199,Others
9839,K01013,2.13827251,Others
9840,K07516,2.13883677,Others
9841,K00412,2.14264555,ATP
9842,K01506,2.14264555,Others
9843,K07448,2.14589006,Others
9844,K14392,2.14631325,Others
9845,K17839,2.154777187,Others
9846,K02924,2.157598499,Others
9847,K08642,2.157598499,Others
9848,K07005,2.15816276,Others
9849,K17224,2.164228582,Sulfur
9850,K14446,2.165639239,Carbon
9851,K06484,2.169871207,Others
9852,K02483,2.17085866,Others
9853,K04019,2.174103175,Others
9854,K10945,2.175513831,Nitrogen
9855,K24666,2.175513831,Others
9856,K05939,2.18976146,Others
9857,K22010,2.19300597,Others
9858,K01622,2.193429164,Carbon
9859,K16876,2.19483982,Others
9860,K19465,2.19483982,Others
9861,K15975,2.207112528,Others
9862,K00386,2.208523184,Others
9863,K00867,2.208523184,Cofactor & Vitamin
9864,K03658,2.208523184,Others
9865,K03629,2.21021597,Others
9866,K04069,2.21106236,Others
9867,K19224,2.211344496,Others
9868,K14759,2.220795892,Cofactor & Vitamin
9869,K09823,2.22460466,Others
9870,K18163,2.227849173,Others
9871,K19726,2.230670485,Others
9872,K02862,2.232081141,Others
9873,K20419,2.232081141,Others
9874,K06989,2.23969869,Cofactor & Vitamin
9875,K00132,2.242943193,Others
9876,K21885,2.245764505,Others
9877,K00202,2.248585818,Others
9878,K00049,2.249996474,Others
9879,K03105,2.251407129,Others
9880,K03788,2.251407129,Others
9881,K06875,2.251407129,Others
9882,K13722,2.251407129,Others
9883,K06016,2.25479271,Others
9884,K09459,2.256626557,Others
9885,K24845,2.256626557,Others
9886,K01813,2.267911806,Others
9887,K08692,2.267911806,Others
9888,K21456,2.269322461,Others
9889,K03941,2.28540394,ATP
9890,K19291,2.285827139,Others
9891,K02086,2.287237794,Others
9892,K03678,2.28864845,Others
9893,K09685,2.28864845,Others
9894,K10946,2.28864845,Nitrogen
9895,K16427,2.28864845,Others
9896,K00848,2.300921159,Others
9897,K02075,2.3085387,Others
9898,K10715,2.318836491,Others
9899,K23244,2.318836491,Others
9900,K18594,2.323068459,Others
9901,K03574,2.32377379,Others
9902,K06483,2.324479115,Others
9903,K22549,2.324479115,Others
9904,K05557,2.325889771,Others
9905,K17987,2.325889771,Others
9906,K18959,2.325889771,Others
9907,K02193,2.32603084,Others
9908,K15529,2.335341167,Others
9909,K07149,2.342394448,Others
9910,K07166,2.343805104,Others
9911,K03136,2.34521576,Others
9912,K07143,2.34521576,Others
9913,K07398,2.34521576,Others
9914,K06889,2.35170478,Others
9915,K06442,2.35198691,Others
9916,K00180,2.3532565,Others
9917,K11263,2.358899124,Others
9918,K01147,2.36030978,Others
9919,K10280,2.36030978,Others
9920,K14472,2.363131092,Carbon
9921,K06134,2.36411855,Cofactor & Vitamin
9922,K20283,2.371171832,Others
9923,K23254,2.37314676,Others
9924,K11924,2.378225112,Others
9925,K08084,2.39346019,Others
9926,K01554,2.3971279,Others
9927,K09773,2.39952602,Others
9928,K12451,2.400372414,Others
9929,K00023,2.402770529,Carbon
9930,K07589,2.404181189,Others
9931,K23980,2.41419684,Others
9932,K19235,2.415466434,Others
9933,K24689,2.41687709,Others
9934,K16180,2.418287746,Others
9935,K18779,2.418287746,Others
9936,K03168,2.41871094,Others
9937,K07586,2.419698401,Others
9938,K10944,2.419698401,Others
9939,K12217,2.419698401,Others
9940,K22446,2.426328486,Others
9941,K14986,2.42689275,Others
9942,K14941,2.42872661,Others
9943,K04770,2.429149797,Others
9944,K08191,2.430560454,Others
9945,K01130,2.43394603,Others
9946,K16874,2.436203079,Others
9947,K07244,2.43902439,Others
9948,K22083,2.452707755,Others
9949,K16880,2.456939722,Others
9950,K23376,2.470623087,Others
9951,K07101,2.47443186,Others
9952,K05637,2.474855055,Others
9953,K05760,2.476265711,Others
9954,K01705,2.485717107,Others
9955,K01904,2.491359731,Others
9956,K13485,2.505043096,Others
9957,K15223,2.509275064,Others
9958,K15497,2.509275064,Others
9959,K01139,2.51012146,Others
9960,K19169,2.51068572,Others
9961,K07662,2.51449449,Others
9962,K09735,2.532833021,Cofactor & Vitamin
9963,K19268,2.532833021,Carbon
9964,K22099,2.532833021,Cofactor & Vitamin
9965,K00142,2.536641788,Others
9966,K00651,2.536641788,Others
9967,K07396,2.53903991,Others
9968,K01602,2.550748353,Carbon
9969,K09991,2.55173581,Others
9970,K07738,2.55201794,Others
9971,K12511,2.55935336,Others
9972,K00016,2.564431717,Others
